D30 (baseline);D30-R30;D15-R30;D10-R30;D6-R30;D3-R30;R30;
1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.875;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8333333333333334;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8333333333333334;0.8333333333333334;0.8;0.8;0.8;0.8;
1.0;0.8571428571428571;0.8;0.8571428571428571;0.8;0.8;0.8;
1.0;0.75;0.75;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8571428571428571;0.8;0.8;0.8571428571428571;0.8;0.8;
1.0;0.7777777777777778;0.7777777777777778;0.7777777777777778;0.5;0.5;0.5;
1.0;0.7142857142857143;0.5;0.5;0.5;0.5;0.5;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8;0.6666666666666666;0.8;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8;0.8;0.75;0.8;0.8;0.75;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8333333333333334;0.8;0.8;0.8;0.8;0.8;
1.0;1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8333333333333334;0.8;0.8333333333333334;0.8333333333333334;0.8;0.8;
1.0;0.7142857142857143;0.7142857142857143;0.5;0.5;0.5;0.5;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8;0.8;0.8;
1.0;0.8571428571428571;0.8;0.8;0.8;0.8;0.8;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.9;0.9;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.9090909090909091;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.9;0.9;0.9;0.9;0.9;0.8571428571428571;
1.0;0.9;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;
1.0;0.9090909090909091;0.9090909090909091;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.9;0.8333333333333334;0.8333333333333334;0.9;0.8333333333333334;0.8333333333333334;
1.0;0.8;0.8;0.8;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.9;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;
1.0;0.8;0.8;0.75;0.75;0.75;0.75;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8;0.8;0.75;0.8;0.8;0.75;
1.0;0.9;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.875;0.8571428571428571;0.875;0.875;0.8571428571428571;0.8571428571428571;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.9;0.75;0.75;0.75;0.75;0.75;
1.0;0.8888888888888888;0.8888888888888888;0.875;0.8888888888888888;0.8888888888888888;0.875;
1.0;0.8888888888888888;0.8571428571428571;0.8888888888888888;0.8571428571428571;0.8571428571428571;0.8571428571428571;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.9;0.875;0.875;0.875;0.875;0.875;
1.0;0.9090909090909091;0.9090909090909091;0.9090909090909091;0.8571428571428571;0.8571428571428571;0.8571428571428571;
1.0;0.8888888888888888;0.8571428571428571;0.8571428571428571;0.8888888888888888;0.8571428571428571;0.8571428571428571;
1.0;0.9090909090909091;0.9090909090909091;0.875;0.875;0.875;0.875;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8333333333333334;0.75;0.75;0.75;0.75;0.75;
1.0;0.7857142857142857;0.7857142857142857;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.7272727272727273;0.7272727272727273;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8;0.6666666666666666;0.6666666666666666;0.8;0.6666666666666666;0.6666666666666666;
1.0;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.875;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8888888888888888;0.8888888888888888;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.7777777777777778;0.6666666666666666;0.7777777777777778;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.875;0.8;0.8;0.8;0.8;0.8;
1.0;0.875;0.875;0.875;0.8;0.8;0.8;
1.0;0.8571428571428571;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8888888888888888;0.8888888888888888;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.875;0.8333333333333334;0.875;0.875;0.8333333333333334;0.8333333333333334;
1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.7777777777777778;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8571428571428571;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.7777777777777778;0.7777777777777778;0.6666666666666666;0.7777777777777778;0.7777777777777778;0.6666666666666666;
1.0;0.8;0.6666666666666666;0.8;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.875;0.8;0.8;0.8;0.8;
1.0;0.7777777777777778;0.6;0.6;0.6;0.6;0.6;
1.0;0.8;0.8;0.8;0.6;0.6;0.6;
1.0;0.8888888888888888;0.8333333333333334;0.8333333333333334;0.8888888888888888;0.8333333333333334;0.8333333333333334;
1.0;0.9;0.9;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8333333333333334;0.6;0.8333333333333334;0.6;0.6;0.6;
1.0;0.9;0.9;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;
1.0;0.8;0.75;0.75;0.75;0.75;0.75;
1.0;0.6153846153846154;0.6153846153846154;0.6153846153846154;0.6153846153846154;0.6153846153846154;0.4;
1.0;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8333333333333334;0.625;0.8333333333333334;0.625;0.625;0.625;
1.0;0.9090909090909091;0.9090909090909091;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8333333333333334;0.5714285714285714;0.5714285714285714;0.8333333333333334;0.5714285714285714;0.5714285714285714;
1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.75;0.75;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.9090909090909091;0.6666666666666666;0.9090909090909091;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.7777777777777778;0.7777777777777778;0.5714285714285714;0.7777777777777778;0.7777777777777778;0.5714285714285714;
1.0;1.0;0.8;0.8;0.8;0.8;0.8;
1.0;1.0;1.0;1.0;0.8;0.8;0.8;
1.0;1.0;0.75;0.75;0.75;0.75;0.75;
1.0;1.0;1.0;0.6;0.6;0.6;0.6;
1.0;0.875;0.6;0.875;0.875;0.6;0.6;
1.0;0.8888888888888888;0.8888888888888888;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;1.0;1.0;1.0;0.8;0.8;0.8;
1.0;0.8;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;1.0;1.0;0.75;1.0;1.0;0.75;
1.0;0.8;0.5714285714285714;0.8;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8333333333333334;0.625;0.625;0.625;0.625;0.625;
1.0;1.0;1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8181818181818182;0.625;0.625;0.8181818181818182;0.625;0.625;
1.0;0.8888888888888888;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8888888888888888;0.6666666666666666;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8888888888888888;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;1.0;1.0;1.0;1.0;0.6666666666666666;
1.0;1.0;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;1.0;1.0;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;1.0;0.6666666666666666;1.0;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.9;0.9;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8181818181818182;0.5714285714285714;0.5714285714285714;0.8181818181818182;0.5714285714285714;0.5714285714285714;
1.0;1.0;1.0;1.0;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.9;0.9;0.6;0.6;0.6;0.6;
1.0;0.8181818181818182;0.5714285714285714;0.8181818181818182;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;1.0;1.0;0.8;1.0;1.0;0.8;
1.0;1.0;0.8;0.8;0.8;0.8;0.8;
1.0;0.9;0.9;0.9;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8181818181818182;0.5;0.5;0.5;0.5;0.5;
1.0;1.0;1.0;0.75;0.75;0.75;0.75;
1.0;0.8888888888888888;0.6;0.8888888888888888;0.8888888888888888;0.6;0.6;
1.0;0.8181818181818182;0.8181818181818182;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8181818181818182;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8;0.8;0.8;0.5;0.5;0.5;
1.0;0.8181818181818182;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8461538461538461;0.8461538461538461;0.5714285714285714;0.8461538461538461;0.8461538461538461;0.5714285714285714;
1.0;0.9090909090909091;0.7142857142857143;0.9090909090909091;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.9;0.9;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8181818181818182;0.625;0.625;0.625;0.625;0.625;
1.0;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.8888888888888888;0.7142857142857143;0.7142857142857143;
1.0;0.8;0.8;0.5;0.5;0.5;0.5;
1.0;0.7272727272727273;0.5;0.7272727272727273;0.5;0.5;0.5;
1.0;1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.75;0.6;0.6;0.6;0.6;0.6;
1.0;0.8181818181818182;0.8181818181818182;0.8181818181818182;0.8181818181818182;0.8181818181818182;0.625;
1.0;0.9;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.9;0.9;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8181818181818182;0.5714285714285714;0.8181818181818182;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8181818181818182;0.8181818181818182;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.9;0.6666666666666666;0.6666666666666666;0.9;0.6666666666666666;0.6666666666666666;
1.0;0.9;0.9;0.9;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8181818181818182;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.9;0.9;0.6;0.6;0.6;0.6;
1.0;0.8181818181818182;0.5;0.8181818181818182;0.5;0.5;0.5;
1.0;0.8;0.8;0.5714285714285714;0.8;0.8;0.5714285714285714;
1.0;0.7;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.42857142857142855;0.42857142857142855;
1.0;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.5;0.5;0.5;
1.0;1.0;0.6;0.6;0.6;0.6;0.6;
1.0;1.0;1.0;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;1.0;0.7142857142857143;1.0;1.0;0.7142857142857143;0.7142857142857143;
1.0;1.0;1.0;0.6;0.6;0.6;0.6;
1.0;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.875;0.875;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;1.0;1.0;0.8333333333333334;1.0;1.0;0.8333333333333334;
1.0;1.0;0.8333333333333334;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;1.0;0.8;0.8;0.8;0.8;0.8;
1.0;1.0;1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;1.0;0.8;0.8;1.0;0.8;0.8;
1.0;1.0;1.0;0.8;0.8;0.8;0.8;
1.0;1.0;0.8;1.0;0.8;0.8;0.8;
1.0;0.875;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.6;0.6;0.6;0.6;0.6;
1.0;1.0;1.0;1.0;1.0;1.0;0.75;
1.0;1.0;0.8;0.8;0.8;0.8;0.8;
1.0;1.0;1.0;0.8;0.8;0.8;0.8;
1.0;1.0;0.8;1.0;0.8;0.8;0.8;
1.0;0.8571428571428571;0.8571428571428571;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;0.8333333333333334;0.8333333333333334;1.0;0.8333333333333334;0.8333333333333334;
1.0;0.875;0.875;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;1.0;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;0.8888888888888888;0.7142857142857143;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.875;0.875;0.7142857142857143;0.875;0.875;0.7142857142857143;
1.0;0.8888888888888888;0.6;0.6;0.6;0.6;0.6;
1.0;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.6;0.6;0.6;
1.0;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8;0.8;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.6666666666666666;0.8888888888888888;0.8888888888888888;0.6666666666666666;0.6666666666666666;
1.0;0.8888888888888888;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;0.8;0.8;0.8;0.8;0.8;
1.0;0.9;0.9;0.9;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8888888888888888;0.6;0.6;0.6;0.6;0.6;
1.0;0.7777777777777778;0.7777777777777778;0.5;0.7777777777777778;0.7777777777777778;0.5;
1.0;0.875;0.7142857142857143;0.875;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.875;0.875;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.9;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8;0.8;0.8;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.5714285714285714;0.5714285714285714;0.8888888888888888;0.5714285714285714;0.5714285714285714;
1.0;0.875;0.875;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.875;0.7142857142857143;0.875;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.75;0.75;0.625;0.625;0.625;0.625;
1.0;0.8;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;1.0;1.0;1.0;1.0;1.0;0.75;
1.0;0.7777777777777778;0.625;0.625;0.625;0.625;0.625;
1.0;0.7777777777777778;0.7777777777777778;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.6666666666666666;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.6666666666666666;0.6666666666666666;0.875;0.6666666666666666;0.6666666666666666;
1.0;0.7777777777777778;0.7777777777777778;0.7777777777777778;0.625;0.625;0.625;
1.0;0.8;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.7777777777777778;0.7777777777777778;0.625;0.625;0.625;0.625;
1.0;0.7777777777777778;0.625;0.7777777777777778;0.625;0.625;0.625;
1.0;0.7777777777777778;0.7777777777777778;0.5;0.7777777777777778;0.7777777777777778;0.5;
1.0;0.8;0.5;0.5;0.5;0.5;0.5;
1.0;0.7777777777777778;0.7777777777777778;0.7777777777777778;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.7272727272727273;0.7272727272727273;0.5;0.5;0.5;0.5;
1.0;0.8888888888888888;0.6;0.8888888888888888;0.8888888888888888;0.6;0.6;
1.0;0.8888888888888888;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.8888888888888888;0.6;0.6;0.6;0.6;0.6;
1.0;0.8888888888888888;0.8888888888888888;0.8888888888888888;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.875;0.6666666666666666;0.875;0.875;0.6666666666666666;
1.0;0.875;0.6;0.875;0.6;0.6;0.6;
1.0;0.875;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.7777777777777778;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.875;0.875;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.6666666666666666;0.6666666666666666;0.875;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.875;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.7777777777777778;0.5714285714285714;0.7777777777777778;0.5714285714285714;0.5714285714285714;0.5714285714285714;
1.0;0.8888888888888888;0.8888888888888888;0.8333333333333334;0.8333333333333334;0.8333333333333334;0.8333333333333334;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.75;
1.0;0.7142857142857143;0.6;0.6;0.6;0.6;0.6;
1.0;0.875;0.875;0.75;0.75;0.75;0.75;
1.0;0.8181818181818182;0.6666666666666666;0.8181818181818182;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8888888888888888;0.75;0.75;0.8888888888888888;0.75;0.75;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8571428571428571;0.75;0.75;0.75;0.75;0.75;
1.0;0.8571428571428571;0.8571428571428571;0.75;0.75;0.75;0.75;
1.0;0.8571428571428571;0.75;0.8571428571428571;0.75;0.75;0.75;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.8571428571428571;0.75;0.75;0.75;0.75;0.75;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.7142857142857143;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.75;0.75;0.6666666666666666;0.6666666666666666;0.6666666666666666;0.6666666666666666;
1.0;0.875;0.8;0.875;0.875;0.8;0.8;
1.0;0.8571428571428571;0.8571428571428571;0.8;0.8;0.8;0.8;
1.0;1.0;0.8;0.8;0.8;0.8;0.8;
1.0;1.0;1.0;1.0;0.7142857142857143;0.7142857142857143;0.7142857142857143;
1.0;0.8333333333333334;0.6;0.6;0.6;0.6;0.6;
1.0;0.875;0.875;0.8;0.875;0.875;0.8;
1.0;0.8571428571428571;0.8;0.8571428571428571;0.8;0.8;0.8;
1.0;0.8333333333333334;0.8333333333333334;0.8;0.8;0.8;0.8;
1.0;0.7142857142857143;0.6;0.6;0.6;0.6;0.6;
1.0;0.8571428571428571;0.8571428571428571;0.8571428571428571;0.8;0.8;0.8;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.6666666666666666;0.6666666666666666;0.6;0.6;0.6;0.6;
1.0;0.6;0.6;0.6;0.6;0.6;0.6;
1.0;0.8571428571428571;0.8571428571428571;0.6;0.6;0.6;0.6;
1.0;0.8;0.8;0.8;0.8;0.8;0.8;
1.0;1.0;1.0;1.0;1.0;1.0;1.0;
1.0;0.875;0.8;0.8;0.8;0.8;0.8;
1.0;0.8571428571428571;0.8571428571428571;0.75;0.75;0.75;0.75;
